bitrate_kbits,codec,fps,height,video,width,src,Q,resolution
617.767578125,av1,30.0,1080,Sparks_cut_13_600k_1080_av1,1920.0,Sparks_cut_13,4.356364834808641,2073600.0
648.9921875,av1,30.0,576,Sparks_cut_13_650k_576_av1,1024.0,Sparks_cut_13,4.149931580904041,589824.0
4834.2197265625,av1,30.0,720,Sparks_cut_13_7000k_720_av1,1280.0,Sparks_cut_13,4.577806527091708,921600.0
649.3642578125,av1,30.0,360,Sparks_cut_13_700k_360_av1,640.0,Sparks_cut_13,3.6270603611507757,230400.0
7156.771484375,av1,30.0,1080,Sparks_cut_13_8000k_1080_av1,1920.0,Sparks_cut_13,4.7979629007047375,2073600.0
872.013671875,av1,30.0,480,Sparks_cut_13_900k_480_av1,854.0,Sparks_cut_13,4.053383814448682,409920.0
106.5166015625,av1,30.0,360,Sparks_cut_15_100k_360_av1,640.0,Sparks_cut_15,1.066320178382177,230400.0
9768.4521484375,av1,30.0,1080,Sparks_cut_15_11000k_1080_av1,1920.0,Sparks_cut_15,4.350444810939591,2073600.0
8253.546875,av1,30.0,720,Sparks_cut_15_11000k_720_av1,1280.0,Sparks_cut_15,4.215583350180248,921600.0
1371.8505859375,av1,30.0,576,Sparks_cut_15_1300k_576_av1,1024.0,Sparks_cut_15,2.1922327088139175,589824.0
1322.884765625,av1,30.0,360,Sparks_cut_15_1400k_360_av1,640.0,Sparks_cut_15,2.084135412919016,230400.0
12791.2265625,av1,30.0,1080,Sparks_cut_15_16000k_1080_av1,1920.0,Sparks_cut_15,4.612396845533446,2073600.0
1862.8642578125,av1,30.0,720,Sparks_cut_15_1750k_720_av1,1280.0,Sparks_cut_15,2.4808299526813093,921600.0
1766.9189453125,av1,30.0,480,Sparks_cut_15_1800k_480_av1,854.0,Sparks_cut_15,2.425375822795438,409920.0
217.71484375,av1,30.0,360,Sparks_cut_15_200k_360_av1,640.0,Sparks_cut_15,1.1603973574087394,230400.0
210.9970703125,av1,30.0,480,Sparks_cut_15_200k_480_av1,854.0,Sparks_cut_15,1.1720873533339173,409920.0
2529.9189453125,av1,30.0,576,Sparks_cut_15_2600k_576_av1,1024.0,Sparks_cut_15,2.836214113104267,589824.0
2730.662109375,av1,30.0,1080,Sparks_cut_15_2750k_1080_av1,1920.0,Sparks_cut_15,2.9179417642256134,2073600.0
2730.84765625,av1,30.0,720,Sparks_cut_15_2750k_720_av1,1280.0,Sparks_cut_15,2.9312119114966078,921600.0
320.451171875,av1,30.0,480,Sparks_cut_15_300k_480_av1,854.0,Sparks_cut_15,1.2791724955102253,409920.0
316.193359375,av1,30.0,576,Sparks_cut_15_300k_576_av1,1024.0,Sparks_cut_15,1.2903230664515228,589824.0
3397.177734375,av1,30.0,720,Sparks_cut_15_3500k_720_av1,1280.0,Sparks_cut_15,3.18599360824687,921600.0
394.4794921875,av1,30.0,360,Sparks_cut_15_350k_360_av1,640.0,Sparks_cut_15,1.3078083142357473,230400.0
3938.83984375,av1,30.0,1080,Sparks_cut_15_4000k_1080_av1,1920.0,Sparks_cut_15,3.325685755279155,2073600.0
424.9775390625,av1,30.0,576,Sparks_cut_15_400k_576_av1,1024.0,Sparks_cut_15,1.4099109111376815,589824.0
416.5078125,av1,30.0,720,Sparks_cut_15_400k_720_av1,1280.0,Sparks_cut_15,1.4374935489887175,921600.0
489.7041015625,av1,30.0,480,Sparks_cut_15_450k_480_av1,854.0,Sparks_cut_15,1.450517227246868,409920.0
557.8134765625,av1,30.0,1080,Sparks_cut_15_500k_1080_av1,1920.0,Sparks_cut_15,1.6271624554262045,2073600.0
520.0029296875,av1,30.0,720,Sparks_cut_15_500k_720_av1,1280.0,Sparks_cut_15,1.5539433481540288,921600.0
5355.7841796875,av1,30.0,1080,Sparks_cut_15_5500k_1080_av1,1920.0,Sparks_cut_15,3.682956878166559,2073600.0
4907.908203125,av1,30.0,720,Sparks_cut_15_5500k_720_av1,1280.0,Sparks_cut_15,3.647387068572489,921600.0
633.318359375,av1,30.0,1080,Sparks_cut_15_600k_1080_av1,1920.0,Sparks_cut_15,1.7073860617488035,2073600.0
702.34765625,av1,30.0,576,Sparks_cut_15_650k_576_av1,1024.0,Sparks_cut_15,1.681670887688112,589824.0
5828.849609375,av1,30.0,720,Sparks_cut_15_7000k_720_av1,1280.0,Sparks_cut_15,3.8689580125557486,921600.0
728.7998046875,av1,30.0,360,Sparks_cut_15_700k_360_av1,640.0,Sparks_cut_15,1.6220258573854802,230400.0
7567.64453125,av1,30.0,1080,Sparks_cut_15_8000k_1080_av1,1920.0,Sparks_cut_15,4.067598556653364,2073600.0
956.8427734375,av1,30.0,480,Sparks_cut_15_900k_480_av1,854.0,Sparks_cut_15,1.8675469243976244,409920.0
105.00390625,av1,30.0,360,surfing_sony_8bit_100k_360_av1,640.0,surfing_sony_8bit,1.448781794512356,230400.0
8618.005859375,av1,30.0,1080,surfing_sony_8bit_11000k_1080_av1,1920.0,surfing_sony_8bit,4.62168666479819,2073600.0
7976.283203125,av1,30.0,720,surfing_sony_8bit_11000k_720_av1,1280.0,surfing_sony_8bit,4.4439918427672644,921600.0
1272.34765625,av1,30.0,576,surfing_sony_8bit_1300k_576_av1,1024.0,surfing_sony_8bit,3.223947462877064,589824.0
1159.6962890625,av1,30.0,360,surfing_sony_8bit_1400k_360_av1,640.0,surfing_sony_8bit,2.962860977721886,230400.0
11957.15625,av1,30.0,1080,surfing_sony_8bit_16000k_1080_av1,1920.0,surfing_sony_8bit,4.747407317704705,2073600.0
1703.9091796875,av1,30.0,720,surfing_sony_8bit_1750k_720_av1,1280.0,surfing_sony_8bit,3.5079673311863093,921600.0
1563.6396484375,av1,30.0,480,surfing_sony_8bit_1800k_480_av1,854.0,surfing_sony_8bit,3.3306062506432608,409920.0
203.6328125,av1,30.0,360,surfing_sony_8bit_200k_360_av1,640.0,surfing_sony_8bit,1.7865015738079388,230400.0
202.07421875,av1,30.0,480,surfing_sony_8bit_200k_480_av1,854.0,surfing_sony_8bit,1.8850840537067168,409920.0
2235.302734375,av1,30.0,576,surfing_sony_8bit_2600k_576_av1,1024.0,surfing_sony_8bit,3.660013192367744,589824.0
2655.3017578125,av1,30.0,1080,surfing_sony_8bit_2750k_1080_av1,1920.0,surfing_sony_8bit,3.8826302076375816,2073600.0
2458.3466796875,av1,30.0,720,surfing_sony_8bit_2750k_720_av1,1280.0,surfing_sony_8bit,3.7900681443377993,921600.0
302.7880859375,av1,30.0,480,surfing_sony_8bit_300k_480_av1,854.0,surfing_sony_8bit,2.137686490092091,409920.0
302.4453125,av1,30.0,576,surfing_sony_8bit_300k_576_av1,1024.0,surfing_sony_8bit,2.2079615903899787,589824.0
3011.4228515625,av1,30.0,720,surfing_sony_8bit_3500k_720_av1,1280.0,surfing_sony_8bit,3.934625100670641,921600.0
358.396484375,av1,30.0,360,surfing_sony_8bit_350k_360_av1,640.0,surfing_sony_8bit,2.130097169709093,230400.0
3639.099609375,av1,30.0,1080,surfing_sony_8bit_4000k_1080_av1,1920.0,surfing_sony_8bit,4.116006074983501,2073600.0
404.6171875,av1,30.0,576,surfing_sony_8bit_400k_576_av1,1024.0,surfing_sony_8bit,2.395286148720034,589824.0
400.99609375,av1,30.0,720,surfing_sony_8bit_400k_720_av1,1280.0,surfing_sony_8bit,2.461498701750338,921600.0
458.3740234375,av1,30.0,480,surfing_sony_8bit_450k_480_av1,854.0,surfing_sony_8bit,2.418323934329245,409920.0
508.16015625,av1,30.0,1080,surfing_sony_8bit_500k_1080_av1,1920.0,surfing_sony_8bit,2.6973095564592464,2073600.0
502.51953125,av1,30.0,720,surfing_sony_8bit_500k_720_av1,1280.0,surfing_sony_8bit,2.608166702194141,921600.0
4779.6845703125,av1,30.0,1080,surfing_sony_8bit_5500k_1080_av1,1920.0,surfing_sony_8bit,4.301780407845245,2073600.0
4377.669921875,av1,30.0,720,surfing_sony_8bit_5500k_720_av1,1280.0,surfing_sony_8bit,4.16893383027174,921600.0
605.875,av1,30.0,1080,surfing_sony_8bit_600k_1080_av1,1920.0,surfing_sony_8bit,2.8159645626159344,2073600.0
663.12890625,av1,30.0,576,surfing_sony_8bit_650k_576_av1,1024.0,surfing_sony_8bit,2.745635601778827,589824.0
5411.0888671875,av1,30.0,720,surfing_sony_8bit_7000k_720_av1,1280.0,surfing_sony_8bit,4.278534903279361,921600.0
664.33203125,av1,30.0,360,surfing_sony_8bit_700k_360_av1,640.0,surfing_sony_8bit,2.5519631319623963,230400.0
6565.4306640625,av1,30.0,1080,surfing_sony_8bit_8000k_1080_av1,1920.0,surfing_sony_8bit,4.488904821216065,2073600.0
895.7021484375,av1,30.0,480,surfing_sony_8bit_900k_480_av1,854.0,surfing_sony_8bit,2.8851727837967056,409920.0
87.4599609375,av1,30.0,360,vegetables_tuil_100k_360_av1,640.0,vegetables_tuil,3.1055898141977294,230400.0
6460.9892578125,av1,30.0,1080,vegetables_tuil_11000k_1080_av1,1920.0,vegetables_tuil,4.9037832550564895,2073600.0
4613.6181640625,av1,30.0,720,vegetables_tuil_11000k_720_av1,1280.0,vegetables_tuil,4.7820589553172095,921600.0
804.4931640625,av1,30.0,576,vegetables_tuil_1300k_576_av1,1024.0,vegetables_tuil,4.528436989507441,589824.0
748.21875,av1,30.0,360,vegetables_tuil_1400k_360_av1,640.0,vegetables_tuil,4.172179898311148,230400.0
9238.380859375,av1,30.0,1080,vegetables_tuil_16000k_1080_av1,1920.0,vegetables_tuil,4.910826723167375,2073600.0
1110.357421875,av1,30.0,720,vegetables_tuil_1750k_720_av1,1280.0,vegetables_tuil,4.665272643742188,921600.0
1004.408203125,av1,30.0,480,vegetables_tuil_1800k_480_av1,854.0,vegetables_tuil,4.459599109380717,409920.0
161.0595703125,av1,30.0,360,vegetables_tuil_200k_360_av1,640.0,vegetables_tuil,3.5782864614335703,230400.0
164.6865234375,av1,30.0,480,vegetables_tuil_200k_480_av1,854.0,vegetables_tuil,3.721737589384826,409920.0
1398.603515625,av1,30.0,576,vegetables_tuil_2600k_576_av1,1024.0,vegetables_tuil,4.619166518721483,589824.0
1981.6669921875,av1,30.0,1080,vegetables_tuil_2750k_1080_av1,1920.0,vegetables_tuil,4.826571408605604,2073600.0
1650.3798828125,av1,30.0,720,vegetables_tuil_2750k_720_av1,1280.0,vegetables_tuil,4.7182921486424725,921600.0
234.5283203125,av1,30.0,480,vegetables_tuil_300k_480_av1,854.0,vegetables_tuil,3.946224053807091,409920.0
240.0771484375,av1,30.0,576,vegetables_tuil_300k_576_av1,1024.0,vegetables_tuil,4.050995539824283,589824.0
2062.2998046875,av1,30.0,720,vegetables_tuil_3500k_720_av1,1280.0,vegetables_tuil,4.737951141780647,921600.0
249.6572265625,av1,30.0,360,vegetables_tuil_350k_360_av1,640.0,vegetables_tuil,3.8314544498511727,230400.0
2858.4296875,av1,30.0,1080,vegetables_tuil_4000k_1080_av1,1920.0,vegetables_tuil,4.860806630678877,2073600.0
307.0380859375,av1,30.0,576,vegetables_tuil_400k_576_av1,1024.0,vegetables_tuil,4.181828281293425,589824.0
320.9453125,av1,30.0,720,vegetables_tuil_400k_720_av1,1280.0,vegetables_tuil,4.2509273104700895,921600.0
329.8828125,av1,30.0,480,vegetables_tuil_450k_480_av1,854.0,vegetables_tuil,4.133514251315552,409920.0
405.4228515625,av1,30.0,1080,vegetables_tuil_500k_1080_av1,1920.0,vegetables_tuil,4.409840296292771,2073600.0
386.4609375,av1,30.0,720,vegetables_tuil_500k_720_av1,1280.0,vegetables_tuil,4.340803179034261,921600.0
3627.56640625,av1,30.0,1080,vegetables_tuil_5500k_1080_av1,1920.0,vegetables_tuil,4.878363309587042,2073600.0
3174.2236328125,av1,30.0,720,vegetables_tuil_5500k_720_av1,1280.0,vegetables_tuil,4.766161540072258,921600.0
479.384765625,av1,30.0,1080,vegetables_tuil_600k_1080_av1,1920.0,vegetables_tuil,4.480670769366482,2073600.0
461.7919921875,av1,30.0,576,vegetables_tuil_650k_576_av1,1024.0,vegetables_tuil,4.36253626406827,589824.0
3762.2236328125,av1,30.0,720,vegetables_tuil_7000k_720_av1,1280.0,vegetables_tuil,4.774947250056863,921600.0
428.1328125,av1,30.0,360,vegetables_tuil_700k_360_av1,640.0,vegetables_tuil,4.042684927467334,230400.0
4862.4296875,av1,30.0,1080,vegetables_tuil_8000k_1080_av1,1920.0,vegetables_tuil,4.894120968205687,2073600.0
571.82421875,av1,30.0,480,vegetables_tuil_900k_480_av1,854.0,vegetables_tuil,4.341532280725898,409920.0
110.6513671875,av1,30.0,360,venice_harmonic_2_cropped_8s_100k_360_av1,640.0,venice_harmonic_2_cropped_8s,2.2269162750245926,230400.0
7906.92578125,av1,30.0,1080,venice_harmonic_2_cropped_8s_11000k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,4.9796040529946906,2073600.0
6445.0322265625,av1,30.0,720,venice_harmonic_2_cropped_8s_11000k_720_av1,1280.0,venice_harmonic_2_cropped_8s,4.901258325248618,921600.0
1252.5869140625,av1,30.0,576,venice_harmonic_2_cropped_8s_1300k_576_av1,1024.0,venice_harmonic_2_cropped_8s,4.411167028548486,589824.0
1241.7275390625,av1,30.0,360,venice_harmonic_2_cropped_8s_1400k_360_av1,640.0,venice_harmonic_2_cropped_8s,3.9802194327597835,230400.0
9688.501953125,av1,30.0,1080,venice_harmonic_2_cropped_8s_16000k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,4.987072284851976,2073600.0
1659.646484375,av1,30.0,720,venice_harmonic_2_cropped_8s_1750k_720_av1,1280.0,venice_harmonic_2_cropped_8s,4.623351962216926,921600.0
1642.3408203125,av1,30.0,480,venice_harmonic_2_cropped_8s_1800k_480_av1,854.0,venice_harmonic_2_cropped_8s,4.400490668248784,409920.0
214.388671875,av1,30.0,360,venice_harmonic_2_cropped_8s_200k_360_av1,640.0,venice_harmonic_2_cropped_8s,2.7996042048549636,230400.0
209.349609375,av1,30.0,480,venice_harmonic_2_cropped_8s_200k_480_av1,854.0,venice_harmonic_2_cropped_8s,2.947661269541439,409920.0
2286.5361328125,av1,30.0,576,venice_harmonic_2_cropped_8s_2600k_576_av1,1024.0,venice_harmonic_2_cropped_8s,4.636650058459633,589824.0
2534.98828125,av1,30.0,1080,venice_harmonic_2_cropped_8s_2750k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,4.830421518150567,2073600.0
2476.482421875,av1,30.0,720,venice_harmonic_2_cropped_8s_2750k_720_av1,1280.0,venice_harmonic_2_cropped_8s,4.758675473419751,921600.0
311.9970703125,av1,30.0,480,venice_harmonic_2_cropped_8s_300k_480_av1,854.0,venice_harmonic_2_cropped_8s,3.3125185262703964,409920.0
309.921875,av1,30.0,576,venice_harmonic_2_cropped_8s_300k_576_av1,1024.0,venice_harmonic_2_cropped_8s,3.390591934776473,589824.0
3039.4814453125,av1,30.0,720,venice_harmonic_2_cropped_8s_3500k_720_av1,1280.0,venice_harmonic_2_cropped_8s,4.806527244810473,921600.0
367.98828125,av1,30.0,360,venice_harmonic_2_cropped_8s_350k_360_av1,640.0,venice_harmonic_2_cropped_8s,3.2381213727436657,230400.0
3563.544921875,av1,30.0,1080,venice_harmonic_2_cropped_8s_4000k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,4.90708085049062,2073600.0
409.4619140625,av1,30.0,576,venice_harmonic_2_cropped_8s_400k_576_av1,1024.0,venice_harmonic_2_cropped_8s,3.6349279927424134,589824.0
405.8857421875,av1,30.0,720,venice_harmonic_2_cropped_8s_400k_720_av1,1280.0,venice_harmonic_2_cropped_8s,3.670235627366631,921600.0
463.0634765625,av1,30.0,480,venice_harmonic_2_cropped_8s_450k_480_av1,854.0,venice_harmonic_2_cropped_8s,3.6430210110326793,409920.0
497.9658203125,av1,30.0,1080,venice_harmonic_2_cropped_8s_500k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,3.8480048565545917,2073600.0
504.9306640625,av1,30.0,720,venice_harmonic_2_cropped_8s_500k_720_av1,1280.0,venice_harmonic_2_cropped_8s,3.8643105877978763,921600.0
4763.74609375,av1,30.0,1080,venice_harmonic_2_cropped_8s_5500k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,4.9467883249041735,2073600.0
4267.6416015625,av1,30.0,720,venice_harmonic_2_cropped_8s_5500k_720_av1,1280.0,venice_harmonic_2_cropped_8s,4.863031472404734,921600.0
592.9208984375,av1,30.0,1080,venice_harmonic_2_cropped_8s_600k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,4.005237425756713,2073600.0
656.67578125,av1,30.0,576,venice_harmonic_2_cropped_8s_650k_576_av1,1024.0,venice_harmonic_2_cropped_8s,4.0140002928852185,589824.0
4900.8544921875,av1,30.0,720,venice_harmonic_2_cropped_8s_7000k_720_av1,1280.0,venice_harmonic_2_cropped_8s,4.879760021001608,921600.0
690.7509765625,av1,30.0,360,venice_harmonic_2_cropped_8s_700k_360_av1,640.0,venice_harmonic_2_cropped_8s,3.6869707298679844,230400.0
6301.0849609375,av1,30.0,1080,venice_harmonic_2_cropped_8s_8000k_1080_av1,1920.0,venice_harmonic_2_cropped_8s,4.969027454690769,2073600.0
887.8876953125,av1,30.0,480,venice_harmonic_2_cropped_8s_900k_480_av1,854.0,venice_harmonic_2_cropped_8s,4.107148215686839,409920.0
142.2939453125,av1,30.0,360,water_netflix_8s_100k_360_av1,640.0,water_netflix_8s,1.5321656038606752,230400.0
9017.3349609375,av1,30.0,1080,water_netflix_8s_11000k_1080_av1,1920.0,water_netflix_8s,4.409488117670227,2073600.0
8264.9892578125,av1,30.0,720,water_netflix_8s_11000k_720_av1,1280.0,water_netflix_8s,4.4098187593425155,921600.0
1293.8505859375,av1,30.0,576,water_netflix_8s_1300k_576_av1,1024.0,water_netflix_8s,2.67603300802107,589824.0
1206.3916015625,av1,30.0,360,water_netflix_8s_1400k_360_av1,640.0,water_netflix_8s,2.60513188874846,230400.0
12282.3203125,av1,30.0,1080,water_netflix_8s_16000k_1080_av1,1920.0,water_netflix_8s,4.674479864569205,2073600.0
1735.525390625,av1,30.0,720,water_netflix_8s_1750k_720_av1,1280.0,water_netflix_8s,2.879733250801025,921600.0
1653.6669921875,av1,30.0,480,water_netflix_8s_1800k_480_av1,854.0,water_netflix_8s,2.8655473135361547,409920.0
226.533203125,av1,30.0,360,water_netflix_8s_200k_360_av1,640.0,water_netflix_8s,1.732310233810328,230400.0
273.3662109375,av1,30.0,480,water_netflix_8s_200k_480_av1,854.0,water_netflix_8s,1.8116092728755828,409920.0
2358.1455078125,av1,30.0,576,water_netflix_8s_2600k_576_av1,1024.0,water_netflix_8s,3.1754958331160745,589824.0
2557.6279296875,av1,30.0,1080,water_netflix_8s_2750k_1080_av1,1920.0,water_netflix_8s,3.2096577250198925,2073600.0
2551.4521484375,av1,30.0,720,water_netflix_8s_2750k_720_av1,1280.0,water_netflix_8s,3.218881428857926,921600.0
352.1806640625,av1,30.0,480,water_netflix_8s_300k_480_av1,854.0,water_netflix_8s,1.9304565638106088,409920.0
394.318359375,av1,30.0,576,water_netflix_8s_300k_576_av1,1024.0,water_netflix_8s,1.9941696477706228,589824.0
3151.1923828125,av1,30.0,720,water_netflix_8s_3500k_720_av1,1280.0,water_netflix_8s,3.4263183952210268,921600.0
368.0087890625,av1,30.0,360,water_netflix_8s_350k_360_av1,640.0,water_netflix_8s,1.9169113871066852,230400.0
3689.1416015625,av1,30.0,1080,water_netflix_8s_4000k_1080_av1,1920.0,water_netflix_8s,3.51697330101948,2073600.0
472.7705078125,av1,30.0,576,water_netflix_8s_400k_576_av1,1024.0,water_netflix_8s,2.089497477752675,589824.0
539.08203125,av1,30.0,720,water_netflix_8s_400k_720_av1,1280.0,water_netflix_8s,2.1564646570643675,921600.0
478.69921875,av1,30.0,480,water_netflix_8s_450k_480_av1,854.0,water_netflix_8s,2.0793031698029707,409920.0
823.482421875,av1,30.0,1080,water_netflix_8s_500k_1080_av1,1920.0,water_netflix_8s,2.3935463248204325,2073600.0
613.6455078125,av1,30.0,720,water_netflix_8s_500k_720_av1,1280.0,water_netflix_8s,2.22497312001646,921600.0
4872.1982421875,av1,30.0,1080,water_netflix_8s_5500k_1080_av1,1920.0,water_netflix_8s,3.8000324637143517,2073600.0
4597.2470703125,av1,30.0,720,water_netflix_8s_5500k_720_av1,1280.0,water_netflix_8s,3.834931069574625,921600.0
891.0888671875,av1,30.0,1080,water_netflix_8s_600k_1080_av1,1920.0,water_netflix_8s,2.4433354315736766,2073600.0
679.0283203125,av1,30.0,576,water_netflix_8s_650k_576_av1,1024.0,water_netflix_8s,2.2836780893189825,589824.0
5646.6826171875,av1,30.0,720,water_netflix_8s_7000k_720_av1,1280.0,water_netflix_8s,4.052401831562237,921600.0
675.2880859375,av1,30.0,360,water_netflix_8s_700k_360_av1,640.0,water_netflix_8s,2.223747258847678,230400.0
6820.111328125,av1,30.0,1080,water_netflix_8s_8000k_1080_av1,1920.0,water_netflix_8s,4.139786357775536,2073600.0
892.9970703125,av1,30.0,480,water_netflix_8s_900k_480_av1,854.0,water_netflix_8s,2.424443924838221,409920.0
106.818359375,hevc,30.0,360,air_acrobatics_harmonic_0_cropped_8s_100k_360_hevc,640.0,air_acrobatics_harmonic_0_cropped_8s,2.9942865146078637,230400.0
11435.2607421875,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_11000k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.835857155721207,2073600.0
11198.9951171875,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_11000k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.701823503487771,921600.0
1327.119140625,hevc,30.0,576,air_acrobatics_harmonic_0_cropped_8s_1300k_576_hevc,1024.0,air_acrobatics_harmonic_0_cropped_8s,4.433444524846926,589824.0
1439.2060546875,hevc,30.0,360,air_acrobatics_harmonic_0_cropped_8s_1400k_360_hevc,640.0,air_acrobatics_harmonic_0_cropped_8s,3.9412069827288096,230400.0
16474.1015625,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_16000k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.853951717548172,2073600.0
1770.39453125,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_1750k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.601791176063125,921600.0
1846.21484375,hevc,30.0,480,air_acrobatics_harmonic_0_cropped_8s_1800k_480_hevc,854.0,air_acrobatics_harmonic_0_cropped_8s,4.3070932069149706,409920.0
211.0107421875,hevc,30.0,360,air_acrobatics_harmonic_0_cropped_8s_200k_360_hevc,640.0,air_acrobatics_harmonic_0_cropped_8s,3.433005387326906,230400.0
211.0888671875,hevc,30.0,480,air_acrobatics_harmonic_0_cropped_8s_200k_480_hevc,854.0,air_acrobatics_harmonic_0_cropped_8s,3.715280582506304,409920.0
2662.794921875,hevc,30.0,576,air_acrobatics_harmonic_0_cropped_8s_2600k_576_hevc,1024.0,air_acrobatics_harmonic_0_cropped_8s,4.4957968067896195,589824.0
2768.623046875,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_2750k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.761578012128984,2073600.0
2808.1591796875,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_2750k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.636115756207911,921600.0
314.68359375,hevc,30.0,480,air_acrobatics_harmonic_0_cropped_8s_300k_480_hevc,854.0,air_acrobatics_harmonic_0_cropped_8s,3.920279120624071,409920.0
313.8232421875,hevc,30.0,576,air_acrobatics_harmonic_0_cropped_8s_300k_576_hevc,1024.0,air_acrobatics_harmonic_0_cropped_8s,4.076454368257236,589824.0
3555.96875,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_3500k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.64875468372982,921600.0
363.5966796875,hevc,30.0,360,air_acrobatics_harmonic_0_cropped_8s_350k_360_hevc,640.0,air_acrobatics_harmonic_0_cropped_8s,3.659599218741156,230400.0
4067.4609375,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_4000k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.78743690490786,2073600.0
414.69921875,hevc,30.0,576,air_acrobatics_harmonic_0_cropped_8s_400k_576_hevc,1024.0,air_acrobatics_harmonic_0_cropped_8s,4.186201865514302,589824.0
412.1845703125,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_400k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.313985875532841,921600.0
468.5810546875,hevc,30.0,480,air_acrobatics_harmonic_0_cropped_8s_450k_480_hevc,854.0,air_acrobatics_harmonic_0_cropped_8s,4.066312887990399,409920.0
508.3447265625,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_500k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.4945511207895485,2073600.0
514.2978515625,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_500k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.39369369305777,921600.0
5655.771484375,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_5500k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.804065112806139,2073600.0
5608.033203125,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_5500k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.671271810056626,921600.0
607.169921875,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_600k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.558978051853357,2073600.0
668.7060546875,hevc,30.0,576,air_acrobatics_harmonic_0_cropped_8s_650k_576_hevc,1024.0,air_acrobatics_harmonic_0_cropped_8s,4.314191935091321,589824.0
7148.4052734375,hevc,30.0,720,air_acrobatics_harmonic_0_cropped_8s_7000k_720_hevc,1280.0,air_acrobatics_harmonic_0_cropped_8s,4.682124236628054,921600.0
723.833984375,hevc,30.0,360,air_acrobatics_harmonic_0_cropped_8s_700k_360_hevc,640.0,air_acrobatics_harmonic_0_cropped_8s,3.8441233536986403,230400.0
8290.419921875,hevc,30.0,1080,air_acrobatics_harmonic_0_cropped_8s_8000k_1080_hevc,1920.0,air_acrobatics_harmonic_0_cropped_8s,4.820744392908698,2073600.0
931.978515625,hevc,30.0,480,air_acrobatics_harmonic_0_cropped_8s_900k_480_hevc,854.0,air_acrobatics_harmonic_0_cropped_8s,4.218132472605513,409920.0
95.2041015625,hevc,30.0,360,american_football_harmonic_8s_100k_360_hevc,640.0,american_football_harmonic_8s,1.4857619443477263,230400.0
8851.3671875,hevc,30.0,1080,american_football_harmonic_8s_11000k_1080_hevc,1920.0,american_football_harmonic_8s,4.956151734754226,2073600.0
8978.0810546875,hevc,30.0,720,american_football_harmonic_8s_11000k_720_hevc,1280.0,american_football_harmonic_8s,4.869279487734559,921600.0
1076.3076171875,hevc,30.0,576,american_football_harmonic_8s_1300k_576_hevc,1024.0,american_football_harmonic_8s,3.7176795736934247,589824.0
1149.724609375,hevc,30.0,360,american_football_harmonic_8s_1400k_360_hevc,640.0,american_football_harmonic_8s,3.6023290086972533,230400.0
13033.7470703125,hevc,30.0,1080,american_football_harmonic_8s_16000k_1080_hevc,1920.0,american_football_harmonic_8s,4.98430882352908,2073600.0
1440.728515625,hevc,30.0,720,american_football_harmonic_8s_1750k_720_hevc,1280.0,american_football_harmonic_8s,3.9970029965646963,921600.0
1489.3623046875,hevc,30.0,480,american_football_harmonic_8s_1800k_480_hevc,854.0,american_football_harmonic_8s,3.9450507966954973,409920.0
